-DOCSTART- -X- O
sa -X- _ O
50-meter -X- _ O
butterfly -X- _ O
event -X- _ O
. -X- _ O

Nakuha -X- _ O
sa -X- _ O
estudyanteng -X- _ O
si -X- _ O
Sky -X- _ B-PER
Gako -X- _ I-PER
sa -X- _ O
Negros -X- _ B-ORG
Oriental -X- _ I-ORG
High -X- _ I-ORG
School -X- _ I-ORG
ang -X- _ O
duha -X- _ O
ka -X- _ O
gold -X- _ O
medals -X- _ O
alang -X- _ O
sa -X- _ O
1500 -X- _ O
meters -X- _ O
ug -X- _ O
400 -X- _ O
meters -X- _ O
freestyle -X- _ O
sa -X- _ O
unang -X- _ O
adlawa -X- _ O
sa -X- _ O
CVIRAA -X- _ B-OTHER
2023 -X- _ I-OTHER
Swimming -X- _ I-OTHER
Competition -X- _ I-OTHER
. -X- _ O

Nakuha -X- _ O
sa -X- _ O
Dumaguete -X- _ O
City -X- _ O
Volleyball -X- _ O
Boys -X- _ O
and -X- _ O
Girls -X- _ O
( -X- _ O
Elementary -X- _ O
) -X- _ O
teams -X- _ O
ang -X- _ O
kampeyonato -X- _ O
sa -X- _ O
ilang -X- _ O
mga -X- _ O
kategorya -X- _ O
atol -X- _ O
sa -X- _ O
nagpadayon -X- _ O
nga -X- _ O
# -X- _ O
CVIRAA2023 -X- _ B-OTHER
meet -X- _ O
sa -X- _ O
Carcar -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Cebu. -X- _ I-LOC
Nakuha -X- _ O
sa -X- _ O
mga -X- _ O
atleta -X- _ O
ang -X- _ O
gold -X- _ O
medal -X- _ O
alang -X- _ O
sa -X- _ O
ilang -X- _ O
mga -X- _ O
tagsa-tagsa -X- _ O
ka -X- _ O
kategorya -X- _ O
. -X- _ O

Aduna'y -X- _ O
ipahigayon -X- _ O
nga -X- _ O
Job -X- _ O
Fair -X- _ O
sa -X- _ O
Lamberto -X- _ B-LOC
Macias -X- _ I-LOC
Sports -X- _ I-LOC
and -X- _ I-LOC
Cultural -X- _ I-LOC
Complex -X- _ I-LOC
gikan -X- _ O
8 -X- _ O
: -X- _ O
am -X- _ O
hangtod -X- _ O
5:00pm -X- _ O
karong -X- _ O
Lunes -X- _ O
, -X- _ O
May -X- _ O
1 -X- _ O
, -X- _ O
2023. -X- _ O
Giawhag -X- _ O
ang -X- _ O
mga -X- _ O
buot -X- _ O
motambong -X- _ O
sa -X- _ O
maong -X- _ O
job -X- _ O
fair -X- _ O
pagdala -X- _ O
sa -X- _ O
updated -X- _ O
resume -X- _ O
ug -X- _ O
uban -X- _ O
pang -X- _ O
importanteng -X- _ O
dokumento. -X- _ O
Giawhag -X- _ O
sab -X- _ O
kadtong -X- _ O
mga -X- _ O
overseas -X- _ O
applicants -X- _ O
nga -X- _ O
magdala -X- _ O
sa -X- _ O
kopya -X- _ O
sa -X- _ O
ilang -X- _ O
passports -X- _ O
. -X- _ O

Giluwas -X- _ O
sa -X- _ O
upat -X- _ O
ka -X- _ O
bulan -X- _ O
nga -X- _ O
Belgian -X- _ B-OTHER
Malinois -X- _ I-OTHER
nga -X- _ O
itoy -X- _ O
ang -X- _ O
usa -X- _ O
ka -X- _ O
5-anyos -X- _ O
nga -X- _ O
bata -X- _ O
sulod -X- _ O
sa -X- _ O
nasunog -X- _ O
nga -X- _ O
balay -X- _ O
sa -X- _ O
Barangay -X- _ B-LOC
Calumpang -X- _ I-LOC
sa -X- _ O
General -X- _ B-LOC
Santos -X- _ I-LOC
City -X- _ I-LOC
mga -X- _ O
alas -X- _ O
2 -X- _ O
sa -X- _ O
kadlawon -X- _ O
niadtong -X- _ O
Apr. -X- _ O
20 -X- _ O
, -X- _ O
2023. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
Facebook -X- _ B-OTHER
post -X- _ O
ni -X- _ O
Jacquiline -X- _ B-PER
Rufino -X- _ I-PER
Madi -X- _ I-PER
, -X- _ O
kinsa -X- _ O
kasamtangang -X- _ O
nag-atimang -X- _ O
veterinarian -X- _ O
sa -X- _ O
itoy -X- _ O
nga -X- _ O
si -X- _ O
Princess. -X- _ O
Tungod -X- _ O
niini -X- _ O
, -X- _ O
dali -X- _ O
nga -X- _ O
nidalagan -X- _ O
sa -X- _ O
gawas -X- _ O
ang -X- _ O
mga -X- _ O
miyembro -X- _ O
sa -X- _ O
pamilya -X- _ O
uban -X- _ O
ang -X- _ O
itoy. -X- _ O
Dali -X- _ O
sab -X- _ O
nga -X- _ O
gisunod -X- _ O
sa -X- _ O
amo -X- _ O
si -X- _ O
Princess -X- _ O
ug -X- _ O
nakita -X- _ O
nga -X- _ O
anaa -X- _ O
pa -X- _ O
sa -X- _ O
sulod -X- _ O
ang -X- _ O
iyang -X- _ O
anak -X- _ O
nga -X- _ O
nahinanok -X- _ O
pa -X- _ O
sa -X- _ O
pagkatulog. -X- _ O
Maayo -X- _ O
na -X- _ O
lang -X- _ O
, -X- _ O
wala'y -X- _ O
namatay -X- _ O
sa -X- _ O
maong -X- _ O
insidente. -X- _ O
Gidala -X- _ O
si -X- _ O
Princess -X- _ O
sa -X- _ O
veterinary -X- _ O
clinic -X- _ O
niadtong -X- _ O
Apr. -X- _ O
21 -X- _ O
human -X- _ O
siya -X- _ O
nakaangkon -X- _ O
og -X- _ O
3rd -X- _ O
degree -X- _ O
burn -X- _ O
sa -X- _ O
iyang -X- _ O
nawong -X- _ O
, -X- _ O
mga -X- _ O
dalunggan -X- _ O
, -X- _ O
ug -X- _ O
tiil. -X- _ O
Sa -X- _ O
pagkakaron -X- _ O
, -X- _ O
anaa -X- _ O
si -X- _ O
Princess -X- _ O
sa -X- _ O
GSC -X- _ B-ORG
Pet -X- _ I-ORG
Care -X- _ I-ORG
Center -X- _ I-ORG
Veterinary -X- _ I-ORG
Hospital -X- _ I-ORG
human -X- _ O
ang -X- _ O
non-governmental -X- _ O
organization -X- _ O
nga -X- _ O
A -X- _ B-ORG
Heart -X- _ I-ORG
for -X- _ I-ORG
Paws -X- _ I-ORG
Gensan -X- _ I-ORG
nagbuhat -X- _ O
og -X- _ O
fundraising -X- _ O
drive -X- _ O
alang -X- _ O
niya -X- _ O
. -X- _ O

Nakadaug -X- _ O
og -X- _ O
10 -X- _ O
ka -X- _ O
gold -X- _ O
medal -X- _ O
ang -X- _ O
Bayawan -X- _ B-LOC
City -X- _ I-LOC
division -X- _ O
sa -X- _ O
wrestling -X- _ O
event -X- _ O
sa -X- _ O
# -X- _ O
CVIRAA2023 -X- _ B-OTHER
meet -X- _ O
nga -X- _ O
gipahigayon -X- _ O
didto -X- _ O
sa -X- _ O
Carcar -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Cebu. -X- _ I-LOC
Tungod -X- _ O
niini -X- _ O
, -X- _ O
nag-una -X- _ O
ang -X- _ O
Bayawan -X- _ B-LOC
City -X- _ I-LOC
partial -X- _ O
medal -X- _ O
tally -X- _ O
sa -X- _ O
maong -X- _ O
padula -X- _ O
sa -X- _ O
ulahing -X- _ O
datos -X- _ O
sa -X- _ O
Department -X- _ B-ORG
of -X- _ I-ORG
Education -X- _ I-ORG
( -X- _ I-ORG
DepEd -X- _ I-ORG
) -X- _ I-ORG
Cebu -X- _ I-ORG
Province -X- _ I-ORG
kagahapong -X- _ O
adlawa -X- _ O
, -X- _ O
Apr. -X- _ O
26 -X- _ O
, -X- _ O
2023. -X- _ O
Nakuha -X- _ O
sab -X- _ O
sa -X- _ O
Bayawan -X- _ B-LOC
City -X- _ I-LOC
ang -X- _ O
3 -X- _ O
ka -X- _ O
silver -X- _ O
medal -X- _ O
ug -X- _ O
2 -X- _ O
ka -X- _ O
bronze -X- _ O
medal -X- _ O
sa -X- _ O
secondary -X- _ O
division -X- _ O
wrestling -X- _ O
competition -X- _ O
sa -X- _ O
naasoy -X- _ O
nga -X- _ O
sangka. -X- _ O
Ang -X- _ O
mga -X- _ O
nakadaug -X- _ O
og -X- _ O
gold -X- _ O
medals -X- _ O
alang -X- _ O
sa -X- _ O
Bayawan -X- _ B-LOC
City -X- _ I-LOC
mao -X- _ O
sila -X- _ O
si -X- _ O
Ruel -X- _ B-PER
Jay -X- _ I-PER
Rebutazo -X- _ I-PER
, -X- _ O
Ghavy -X- _ B-PER
Anilov -X- _ I-PER
Quianzo -X- _ I-PER
, -X- _ O
Klunt -X- _ B-PER
Gladner -X- _ I-PER
Macasling -X- _ I-PER
, -X- _ O
ug -X- _ O
Jejie -X- _ B-PER
Dacula. -X- _ I-PER
Nag-inusarang -X- _ O
gold -X- _ O
medalist -X- _ O
sa -X- _ O
cadet -X- _ O
secondary -X- _ O
boys -X- _ O
' -X- _ O
category -X- _ O
si -X- _ O
Destine -X- _ B-PER
Sean -X- _ I-PER
Aliabo. -X- _ I-PER
Sa -X- _ O
secondary -X- _ O
girls -X- _ O
' -X- _ O
cadet -X- _ O
, -X- _ O
nakuha -X- _ O
sab -X- _ O
sa -X- _ O
mga -X- _ O
mosunod -X- _ O
nga -X- _ O
atleta -X- _ O
ang -X- _ O
mga -X- _ O
bulawang -X- _ O
medalya -X- _ O
alang -X- _ O
sa -X- _ O
Bayawan -X- _ B-LOC
City -X- _ I-LOC
: -X- _ O
Glia -X- _ B-PER
Heart -X- _ I-PER
Pahulayan -X- _ I-PER
, -X- _ O
Sweet -X- _ B-PER
Vallery -X- _ I-PER
Tumale -X- _ I-PER
, -X- _ O
ug -X- _ O
Kate -X- _ B-PER
Leisly -X- _ I-PER
Cabasag. -X- _ I-PER
Gold -X- _ O
medalist -X- _ O
sab -X- _ O
sa -X- _ O
junior -X- _ O
girls -X- _ O
' -X- _ O
category -X- _ O
sila -X- _ O
si -X- _ O
while -X- _ O
Khrystal -X- _ B-PER
Myrrh -X- _ I-PER
Claudel -X- _ I-PER
ug -X- _ O
Crichel -X- _ B-PER
Haydee -X- _ I-PER
Michaela -X- _ I-PER
Gaga-a -X- _ I-PER
. -X- _ O

Walay -X- _ O
klase -X- _ O
sa -X- _ O
tanang -X- _ O
pampubliko -X- _ O
og -X- _ O
pribadong -X- _ O
elementary -X- _ O
ug -X- _ O
high -X- _ O
schools -X- _ O
sa -X- _ O
DUMAGUETE -X- _ B-LOC
CITY -X- _ I-LOC
karong -X- _ O
Huwebes -X- _ O
, -X- _ O
Abril -X- _ O
27 -X- _ O
, -X- _ O
2023. -X- _ O
Kini -X- _ O
sigon -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
direktiba -X- _ O
sa -X- _ O
DepEd -X- _ B-ORG
Dumaguete -X- _ I-ORG
City -X- _ I-ORG
Division -X- _ I-ORG
subay -X- _ O
sa -X- _ O
hangyo -X- _ O
ni -X- _ O
Mayor -X- _ O
Felipe -X- _ B-PER
Remollo. -X- _ I-PER
Matud -X- _ O
pa -X- _ O
sa -X- _ O
Dumaguete -X- _ B-ORG
City -X- _ I-ORG
PIO -X- _ I-ORG
, -X- _ O
ang -X- _ O
pagsuspenso -X- _ O
sa -X- _ O
klase -X- _ O
usa -X- _ O
ka -X- _ O
paagi -X- _ O
aron -X- _ O
masiguro -X- _ O
nga -X- _ O
dili -X- _ O
maapektuhan -X- _ O
ang -X- _ O
mga -X- _ O
estudyante -X- _ O
sa -X- _ O
posibleng -X- _ O
traffic -X- _ O
atol -X- _ O
sa -X- _ O
panagtigom -X- _ O
sa -X- _ O
Free -X- _ B-ORG
and -X- _ I-ORG
Accepted -X- _ I-ORG
Masons -X- _ I-ORG
of -X- _ I-ORG
the -X- _ I-ORG
Philippines -X- _ I-ORG
ning -X- _ O
dakbayan. -X- _ O
Tungod -X- _ O
niini -X- _ O
, -X- _ O
gimando -X- _ O
sa -X- _ O
DepEd -X- _ B-ORG
Dumaguete -X- _ I-ORG
City -X- _ I-ORG
ang -X- _ O
mga -X- _ O
eskuwelahan -X- _ O
ubos -X- _ O
niini -X- _ O
nga -X- _ O
magpatuman -X- _ O
og -X- _ O
distance -X- _ O
learning -X- _ O
alang -X- _ O
sa -X- _ O
mga -X- _ O
ilang -X- _ O
mga -X- _ O
tinun-an -X- _ O
. -X- _ O

DICT -X- _ B-ORG
: -X- _ O
MGA -X- _ O
DILI -X- _ O
REHISTRADONG -X- _ O
SIM -X- _ O
, -X- _ O
POSIBLENG -X- _ O
DILI -X- _ O
NA -X- _ O
MAKA-FACEBOOK -X- _ B-OTHER
UG -X- _ O
TIKTOK -X- _ B-OTHER
Mahimong -X- _ O
makasinati -X- _ O
og -X- _ O
hinay-hinay -X- _ O
nga -X- _ O
pagkawala -X- _ O
sa -X- _ O
pribilehiyo -X- _ O
sa -X- _ O
mga -X- _ O
serbisyo -X- _ O
sa -X- _ O
SIM -X- _ O
kadtong -X- _ O
mapakyas -X- _ O
sa -X- _ O
pagparehistro -X- _ O
niini -X- _ O
sulod -X- _ O
sa -X- _ O
90 -X- _ O
ka -X- _ O
adlaw -X- _ O
nga -X- _ O
extension -X- _ O
period. -X- _ O
Mao -X- _ O
kini -X- _ O
ang -X- _ O
gibutyag -X- _ O
sa -X- _ O
Department -X- _ B-ORG
of -X- _ I-ORG
Information -X- _ I-ORG
and -X- _ I-ORG
Communications -X- _ I-ORG
Technology -X- _ I-ORG
( -X- _ I-ORG
DICT -X- _ I-ORG
) -X- _ I-ORG
karong -X- _ O
adlawa -X- _ O
, -X- _ O
Apr. -X- _ O
25 -X- _ O
, -X- _ O
2023. -X- _ O
Gisubli -X- _ O
ni -X- _ O
DICT -X- _ B-ORG
Secretary -X- _ O
Ivan -X- _ B-PER
John -X- _ I-PER
Uy -X- _ I-PER
nga -X- _ O
tumong -X- _ O
sa -X- _ O
maong -X- _ O
" -X- _ O
incentive -X- _ O
" -X- _ O
nga -X- _ O
mapugos -X- _ O
ang -X- _ O
mga -X- _ O
tiggamit -X- _ O
sa -X- _ O
pagparehistro -X- _ O
sa -X- _ O
ilang -X- _ O
SIM -X- _ O
sa -X- _ O
wala -X- _ O
pa -X- _ O
ang -X- _ O
deadline. -X- _ O
Lakip -X- _ O
sa -X- _ O
mga -X- _ O
serbisyo -X- _ O
nga -X- _ O
mahimong -X- _ O
maapektaran -X- _ O
mao -X- _ O
ang -X- _ O
pag-access -X- _ O
sa -X- _ O
social -X- _ O
media -X- _ O
sites -X- _ O
sama -X- _ O
sa -X- _ O
Facebook -X- _ B-OTHER
ug -X- _ O
Tiktok -X- _ B-OTHER
, -X- _ O
ingon -X- _ O
man -X- _ O
ang -X- _ O
outgoing -X- _ O
ug -X- _ O
incoming -X- _ O
nga -X- _ O
tawag -X- _ O
ug -X- _ O
text -X- _ O
. -X- _ O

PBBM -X- _ B-PER
: -X- _ O
PAGBALIK -X- _ O
SA -X- _ O
SUMMER -X- _ O
BREAK -X- _ O
SA -X- _ O
MARSO -X- _ O
, -X- _ O
GITUN-AN -X- _ O
Gitun-an -X- _ O
na -X- _ O
karon -X- _ O
sa -X- _ O
gobyerno -X- _ O
ang -X- _ O
posibleng -X- _ O
pagbalik -X- _ O
sa -X- _ O
" -X- _ O
summer -X- _ O
break -X- _ O
" -X- _ O
sa -X- _ O
naandang -X- _ O
panahon -X- _ O
niini -X- _ O
gikan -X- _ O
sa -X- _ O
Marso -X- _ O
hangtud -X- _ O
sa -X- _ O
Mayo -X- _ O
, -X- _ O
sumala -X- _ O
pa -X- _ O
ni -X- _ O
Presidente -X- _ O
Ferdinand -X- _ B-PER
Marcos -X- _ I-PER
Jr. -X- _ I-PER
Apan -X- _ O
giklaro -X- _ O
ni -X- _ O
Marcos -X- _ B-PER
nga -X- _ O
daghan -X- _ O
pa -X- _ O
kunong -X- _ O
kinahanglang -X- _ O
i-konsiderar -X- _ O
, -X- _ O
lakip -X- _ O
na -X- _ O
ang -X- _ O
kahimtang -X- _ O
sa -X- _ O
nasud -X- _ O
sa -X- _ O
panahon -X- _ O
sa -X- _ O
pandemya -X- _ O
ingon -X- _ O
man -X- _ O
ang -X- _ O
dagan -X- _ O
sa -X- _ O
atong -X- _ O
klima. -X- _ O
Nipasalig -X- _ O
sab -X- _ O
siya -X- _ O
nga -X- _ O
mapagawas -X- _ O
na -X- _ O
sa -X- _ O
administrasyon -X- _ O
ang -X- _ O
desisyon -X- _ O
niini -X- _ O
" -X- _ O
very -X- _ O
soon -X- _ O
" -X- _ O
kon -X- _ O
sa -X- _ O
dili -X- _ O
madugay. -X- _ O
Daan -X- _ O
nang -X- _ O
gibarugan -X- _ O
sa -X- _ O
Department -X- _ B-ORG
of -X- _ I-ORG
Education -X- _ I-ORG
( -X- _ I-ORG
DepEd -X- _ I-ORG
) -X- _ I-ORG
nga -X- _ O
wala -X- _ O
kini -X- _ O
plano -X- _ O
ibalik -X- _ O
ang -X- _ O
" -X- _ O
summer -X- _ O
break -X- _ O
" -X- _ O
ngadto -X- _ O
sa -X- _ O
Abril -X- _ O
ug -X- _ O
Mayo -X- _ O
, -X- _ O
taliwala -X- _ O
sa -X- _ O
mga -X- _ O
reklamo -X- _ O
gikan -X- _ O
sa -X- _ O
mga -X- _ O
magtutudlo -X- _ O
ug -X- _ O
estudyante -X- _ O
nga -X- _ O
giingong -X- _ O
naglisod -X- _ O
sa -X- _ O
klase -X- _ O
tungod -X- _ O
sa -X- _ O
hilabihang -X- _ O
kainit. -X- _ O
Sa -X- _ O
wala -X- _ O
pa -X- _ O
ang -X- _ O
pandemya -X- _ O
, -X- _ O
ang -X- _ O
klase -X- _ O
magsugod -X- _ O
sa -X- _ O
Hunyo -X- _ O
ug -X- _ O
matapos -X- _ O
sa -X- _ O
Marso. -X- _ O
Ang -X- _ O
pag-abli -X- _ O
sa -X- _ O
klase -X- _ O
sa -X- _ O
mga -X- _ O
tinun-an -X- _ O
sa -X- _ O
elementarya -X- _ O
ug -X- _ O
high -X- _ O
school -X- _ O
gibalhin -X- _ O
sa -X- _ O
Agosto -X- _ O
aron -X- _ O
maminusan -X- _ O
ang -X- _ O
kalisud -X- _ O
sa -X- _ O
mga -X- _ O
estudyante -X- _ O
sa -X- _ O
pag-adto -X- _ O
sa -X- _ O
klase -X- _ O
sa -X- _ O
panahon -X- _ O
sa -X- _ O
bagyo -X- _ O
. -X- _ O

Gipalugwayan -X- _ O
na -X- _ O
og -X- _ O
dugang -X- _ O
90 -X- _ O
ka -X- _ O
adlaw -X- _ O
ang -X- _ O
panahon -X- _ O
sa -X- _ O
pagpa-register -X- _ O
sa -X- _ O
mga -X- _ O
SIM -X- _ O
card. -X- _ O
Mao -X- _ O
kini -X- _ O
ang -X- _ O
anunsyo -X- _ O
ni -X- _ O
Justice -X- _ O
Secretary -X- _ O
Jesus -X- _ B-PER
Crispin -X- _ I-PER
Remulla -X- _ I-PER
karong -X- _ O
buntag -X- _ O
, -X- _ O
Abril -X- _ O
25 -X- _ O
, -X- _ O
2023 -X- _ O
, -X- _ O
human -X- _ O
siya -X- _ O
mitambong -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
multisectoral -X- _ O
meeting -X- _ O
nunot -X- _ O
sa -X- _ O
maong -X- _ O
isyu -X- _ O
nga -X- _ O
gipanguluhan -X- _ O
ni -X- _ O
Presidente -X- _ O
Ferdinand -X- _ B-PER
Marcos -X- _ I-PER
Jr. -X- _ I-PER
Ugma -X- _ O
, -X- _ O
Abril -X- _ O
26 -X- _ O
, -X- _ O
ang -X- _ O
orihinal -X- _ O
unta -X- _ O
nga -X- _ O
deadline -X- _ O
sa -X- _ O
SIM -X- _ O
card -X- _ O
registration -X- _ O
. -X- _ O

MAYOR -X- _ O
JANICE -X- _ B-PER
DEGAMO -X- _ I-PER
, -X- _ O
'EMOSYONAL -X- _ O
' -X- _ O
HUMAN -X- _ O
MAKAATUBANG -X- _ O
SA -X- _ O
UNANG -X- _ O
HIGAYON -X- _ O
ANG -X- _ O
MGA -X- _ O
GIINGONG -X- _ O
NIPATAY -X- _ O
SA -X- _ O
BANA -X- _ O
Nakita -X- _ O
sa -X- _ O
unang -X- _ O
higayon -X- _ O
ni -X- _ O
Pamplona -X- _ B-LOC
Mayor -X- _ O
Janice -X- _ B-PER
Degamo -X- _ I-PER
niadtong -X- _ O
Lunes -X- _ O
ang -X- _ O
giingong -X- _ O
gunmen -X- _ O
nga -X- _ O
giingong -X- _ O
nipatay -X- _ O
sa -X- _ O
iyang -X- _ O
bana -X- _ O
nga -X- _ O
si -X- _ O
Gov. -X- _ O
Roel -X- _ B-PER
Degamo. -X- _ I-PER
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
abogado -X- _ O
ni -X- _ O
Degamo -X- _ B-PER
nga -X- _ O
si -X- _ O
Levito -X- _ B-PER
Baligod -X- _ I-PER
, -X- _ O
nakig-atubang -X- _ O
ang -X- _ O
biyuda -X- _ O
sa -X- _ O
mga -X- _ O
suspek -X- _ O
sa -X- _ O
pagpatay -X- _ O
sa -X- _ O
iyang -X- _ O
bana -X- _ O
atol -X- _ O
sa -X- _ O
preliminary -X- _ O
investigation -X- _ O
sa -X- _ O
Department -X- _ B-ORG
of -X- _ I-ORG
Justice -X- _ I-ORG
( -X- _ I-ORG
DOH -X- _ I-ORG
) -X- _ I-ORG
sa -X- _ O
maong -X- _ O
krimen. -X- _ O
Human -X- _ O
sa -X- _ O
pagdungog -X- _ O
, -X- _ O
gisubli -X- _ O
ni -X- _ O
Degamo -X- _ B-PER
nga -X- _ O
nagkaduol -X- _ O
na -X- _ O
siya -X- _ O
sa -X- _ O
pagkab-ot -X- _ O
sa -X- _ O
hustisya -X- _ O
alang -X- _ O
sa -X- _ O
iyang -X- _ O
bana -X- _ O
ug -X- _ O
ubang -X- _ O
walo -X- _ O
ka -X- _ O
biktima -X- _ O
nga -X- _ O
napatay -X- _ O
niadtong -X- _ O
March -X- _ O
4 -X- _ O
. -X- _ O

TAIWAN -X- _ B-LOC
, -X- _ O
MAGTANYAG -X- _ O
OG -X- _ O
500K -X- _ O
KA -X- _ O
DIGITAL -X- _ O
CARD -X- _ O
OG -X- _ O
HOTEL -X- _ O
VOUCHER -X- _ O
ALANG -X- _ O
SA -X- _ O
MGA -X- _ O
TURISTA -X- _ O
Magtanyag -X- _ O
ang -X- _ O
Taiwan -X- _ B-LOC
sa -X- _ O
mga -X- _ O
turista -X- _ O
og -X- _ O
digital -X- _ O
cards -X- _ O
nga -X- _ O
aduna'y -X- _ O
$ -X- _ O
218 -X- _ O
o -X- _ O
mga -X- _ O
voucher -X- _ O
sa -X- _ O
hotel -X- _ O
nga -X- _ O
pareha -X- _ O
og -X- _ O
kantidad. -X- _ O
500,000 -X- _ O
ka -X- _ O
mga -X- _ O
foreign -X- _ O
visitor -X- _ O
ang -X- _ O
makadawat -X- _ O
sa -X- _ O
vouchers -X- _ O
o -X- _ O
cards -X- _ O
pinaagi -X- _ O
sa -X- _ O
lucky -X- _ O
draw -X- _ O
system -X- _ O
pagsulod -X- _ O
nila -X- _ O
sa -X- _ O
Taiwan -X- _ B-LOC
sugod -X- _ O
sa -X- _ O
udto -X- _ O
sa -X- _ O
May -X- _ O
1. -X- _ O
Kinahanglan -X- _ O
nga -X- _ O
magpa-pre-register -X- _ O
ang -X- _ O
mga -X- _ O
turista -X- _ O
alang -X- _ O
sa -X- _ O
draw -X- _ O
mga -X- _ O
usa -X- _ O
ka -X- _ O
adlaw -X- _ O
sa -X- _ O
wala -X- _ O
pa -X- _ O
sila -X- _ O
niabot -X- _ O
sa -X- _ O
Taoyuan -X- _ B-LOC
o -X- _ O
Songshan -X- _ B-LOC
airport -X- _ O
nga -X- _ O
nagserbisyo -X- _ O
sa -X- _ O
Taipei -X- _ B-LOC
, -X- _ O
o -X- _ O
Taichung -X- _ B-LOC
and -X- _ O
Kaohsiung -X- _ B-LOC
international -X- _ O
airports -X- _ O
. -X- _ O

Mao -X- _ O
kini -X- _ O
ang -X- _ O
hulagway -X- _ O
sa -X- _ O
driver -X- _ O
's -X- _ O
license -X- _ O
nga -X- _ O
giimprinta -X- _ O
sa -X- _ O
papel. -X- _ O
Temporaryo -X- _ O
nga -X- _ O
iisyu -X- _ O
ang -X- _ O
maong -X- _ O
papel -X- _ O
sa -X- _ O
mga -X- _ O
aplikante -X- _ O
samtang -X- _ O
naglisod -X- _ O
pa -X- _ O
ang -X- _ O
Land -X- _ B-ORG
Transportation -X- _ I-ORG
Office -X- _ I-ORG
( -X- _ I-ORG
LTO -X- _ I-ORG
) -X- _ I-ORG
sa -X- _ O
supply -X- _ O
sa -X- _ O
plastic -X- _ O
cards. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
LTO -X- _ B-ORG
, -X- _ O
anaa -X- _ O
lang -X- _ O
sa -X- _ O
147,000 -X- _ O
ka -X- _ O
plastic -X- _ O
cards -X- _ O
ang -X- _ O
anaa -X- _ O
sa -X- _ O
tibuok -X- _ O
nasud. -X- _ O
Ug -X- _ O
mahimo -X- _ O
kining -X- _ O
hangtod -X- _ O
sa -X- _ O
katapusan -X- _ O
sa -X- _ O
Abril -X- _ O
. -X- _ O

Nakigkita -X- _ O
si -X- _ O
Presidente -X- _ O
Bongbong -X- _ B-PER
Marcos -X- _ I-PER
kang -X- _ O
Pamplona -X- _ B-LOC
Mayor -X- _ O
Janice -X- _ B-PER
Degamo -X- _ I-PER
ug -X- _ O
mga -X- _ O
uban -X- _ O
pang -X- _ O
biktima -X- _ O
sa -X- _ O
mga -X- _ O
insidente -X- _ O
sa -X- _ O
pagpamatay -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
didto -X- _ O
sa -X- _ O
Malacañang -X- _ B-LOC
Huwebes -X- _ O
sa -X- _ O
gabii -X- _ O
, -X- _ O
Abril -X- _ O
20 -X- _ O
, -X- _ O
2023. -X- _ O
Mahinumduman -X- _ O
nga -X- _ O
sila -X- _ O
gikan -X- _ O
sa -X- _ O
serye -X- _ O
sa -X- _ O
mga -X- _ O
hearing -X- _ O
sa -X- _ O
Senado -X- _ B-ORG
kalabot -X- _ O
sa -X- _ O
pagpatay -X- _ O
kang -X- _ O
Gov. -X- _ O
Roel -X- _ B-PER
Degamo -X- _ I-PER
ug -X- _ O
uban -X- _ O
pang -X- _ O
insidente -X- _ O
sa -X- _ O
pagpamusil -X- _ O
sa -X- _ O
probinsya -X- _ O
. -X- _ O

BALAY -X- _ O
SA -X- _ O
CANDAU-AY -X- _ B-LOC
, -X- _ O
GIPABUTHAN -X- _ O
OG -X- _ O
PUSIL -X- _ O
Nakuratan -X- _ O
ang -X- _ O
mga -X- _ O
residente -X- _ O
sa -X- _ O
Purok -X- _ B-LOC
Gumamela -X- _ I-LOC
sa -X- _ O
Barangay -X- _ B-LOC
Candau-ay -X- _ I-LOC
ning -X- _ O
dakbayan -X- _ O
human -X- _ O
gipabuthan -X- _ O
og -X- _ O
pusil -X- _ O
ang -X- _ O
usa -X- _ O
ka -X- _ O
balay -X- _ O
didto -X- _ O
Biyernes -X- _ O
sa -X- _ O
buntag -X- _ O
, -X- _ O
Abril -X- _ O
21 -X- _ O
, -X- _ O
2023. -X- _ O
Matud -X- _ O
pa -X- _ O
sa -X- _ O
taho -X- _ O
sa -X- _ O
Dumaguete -X- _ B-ORG
PNP -X- _ I-ORG
, -X- _ O
ang -X- _ O
maong -X- _ O
panimalay -X- _ O
gipanag-iya -X- _ O
sa -X- _ O
magtiayong -X- _ O
Gaspar -X- _ B-PER
ug -X- _ O
Rhilrose -X- _ B-PER
Antoniette -X- _ I-PER
Torres -X- _ I-PER
, -X- _ O
pulos -X- _ O
36 -X- _ O
anyos. -X- _ O
Sigon -X- _ O
sa -X- _ O
inisyal -X- _ O
nga -X- _ O
imbestigasyon -X- _ O
sa -X- _ O
kapulisan -X- _ O
, -X- _ O
natulog -X- _ O
kuno -X- _ O
ang -X- _ O
magtiayon -X- _ O
sa -X- _ O
