-DOCSTART- -X- O
nga -X- _ O
dili -X- _ O
pa -X- _ O
siya -X- _ O
makahatag -X- _ O
og -X- _ O
komento -X- _ O
tungod -X- _ O
kay -X- _ O
wala -X- _ O
pa -X- _ O
siya -X- _ O
hingpit -X- _ O
nga -X- _ O
makabasa -X- _ O
sa -X- _ O
kopya -X- _ O
sa -X- _ O
desisyon -X- _ O
. -X- _ O

Samtang -X- _ O
, -X- _ O
ang -X- _ O
oposisyon -X- _ O
nga -X- _ O
konsehal -X- _ O
ni -X- _ O
Osmeña -X- _ B-PER
nagkanayon -X- _ O
nga -X- _ O
hunongon -X- _ O
na -X- _ O
sa -X- _ O
mayor -X- _ O
ang -X- _ O
isyu -X- _ O
ug -X- _ O
mo-move -X- _ O
on -X- _ O
na -X- _ O
kini -X- _ O
tungod -X- _ O
kay -X- _ O
dili -X- _ O
kini -X- _ O
maayo -X- _ O
sa -X- _ O
business -X- _ O
environment -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
. -X- _ O

Bisan -X- _ O
pa -X- _ O
man -X- _ O
og -X- _ O
aduna’y -X- _ O
laing -X- _ O
legal -X- _ O
nga -X- _ O
option -X- _ O
si -X- _ O
Osmeña -X- _ B-PER
apan -X- _ O
, -X- _ O
matod -X- _ O
ni -X- _ O
Councilor -X- _ O
Raymond -X- _ B-PER
Garcia -X- _ I-PER
, -X- _ O
nga -X- _ O
res­petaran -X- _ O
sa -X- _ O
mayor -X- _ O
ang -X- _ O
desisyon -X- _ O
sa -X- _ O
DOJ -X- _ B-ORG
. -X- _ O

Nihulagway -X- _ O
usab -X- _ O
ang -X- _ O
duha -X- _ O
ka -X- _ O
mga -X- _ O
oposisy -X- _ O
nga -X- _ O
konsehal -X- _ O
nga -X- _ O
adunay -X- _ O
gidapigan -X- _ O
ang -X- _ O
mayor -X- _ O
ug -X- _ O
angay -X- _ O
lang -X- _ O
nga -X- _ O
mosunod -X- _ O
usab -X- _ O
kini -X- _ O
sa -X- _ O
balaod -X- _ O
. -X- _ O

Usa -X- _ O
sa -X- _ O
gipasabot -X- _ O
sa -X- _ O
mga -X- _ O
konsehal -X- _ O
ang -X- _ O
mando -X- _ O
niini -X- _ O
sa -X- _ O
SM -X- _ B-LOC
Seaside -X- _ I-LOC
City -X- _ I-LOC
nga -X- _ O
ipatangtang -X- _ O
ang -X- _ O
cube -X- _ O
structure -X- _ O
niini -X- _ O
isip -X- _ O
pagtuman -X- _ O
sa -X- _ O
setback -X- _ O
requirement -X- _ O
niini -X- _ O
. -X- _ O

Apan -X- _ O
, -X- _ O
dugang -X- _ O
ni -X- _ O
Garganera -X- _ B-PER
nga -X- _ O
tan-awon -X- _ O
usab -X- _ O
unta -X- _ O
si -X- _ O
Osmeña -X- _ B-PER
ang -X- _ O
luna -X- _ O
sa -X- _ O
Filinvest -X- _ B-ORG
Land -X- _ I-ORG
Inc. -X- _ I-ORG
( -X- _ I-ORG
FLI -X- _ I-ORG
) -X- _ I-ORG
, -X- _ O
nga -X- _ O
anaa -X- _ O
atbang -X- _ O
sa -X- _ O
luna -X- _ O
sa -X- _ O
SM -X- _ B-ORG
kon -X- _ O
nisunod -X- _ O
ba -X- _ O
usab -X- _ O
kini -X- _ O
sa -X- _ O
requirements -X- _ O
. -X- _ O

Tulo -X- _ O
ka -X- _ O
mga -X- _ O
area -X- _ O
sa -X- _ O
Barangay -X- _ B-LOC
Babag -X- _ I-LOC
dakbayan -X- _ O
sa -X- _ O
Lapu-Lapu -X- _ B-LOC
ang -X- _ O
gitudlo -X- _ O
nga -X- _ O
firecracker -X- _ O
zone -X- _ O
, -X- _ O
ang -X- _ O
dapit -X- _ O
diin -X- _ O
gitugotan -X- _ O
nga -X- _ O
makapabuto -X- _ O
og -X- _ O
firecrackers -X- _ O
ug -X- _ O
pyrotechnics -X- _ O
atol -X- _ O
sa -X- _ O
pagsaulog -X- _ O
sa -X- _ O
Pasko -X- _ O
ug -X- _ O
pagsugat -X- _ O
sa -X- _ O
Bag-ong -X- _ O
Tuig -X- _ O
. -X- _ O

Samtang -X- _ O
karong -X- _ O
Disyembre -X- _ O
16 -X- _ O
, -X- _ O
Sabado -X- _ O
sugdan -X- _ O
na -X- _ O
ang -X- _ O
pagpamaligya -X- _ O
og -X- _ O
pabuto -X- _ O
diin -X- _ O
ang -X- _ O
display -X- _ O
area -X- _ O
niini -X- _ O
mahimutang -X- _ O
daplin -X- _ O
sa -X- _ O
M.L. -X- _ B-LOC
Quezon -X- _ I-LOC
Highway -X- _ I-LOC
habig -X- _ O
sa -X- _ O
maong -X- _ O
barangay -X- _ O
. -X- _ O

Ang -X- _ O
mga -X- _ O
naasoyng -X- _ O
dapit -X- _ O
hawan -X- _ O
ug -X- _ O
layo -X- _ O
sa -X- _ O
kabalayan -X- _ O
. -X- _ O

Matod -X- _ O
pa -X- _ O
ni -X- _ O
Augusto -X- _ B-PER
nga -X- _ O
sa -X- _ O
dili -X- _ O
pa -X- _ O
ang -X- _ O
adlaw -X- _ O
sa -X- _ O
pagpamaligya -X- _ O
ang -X- _ O
fire -X- _ O
department -X- _ O
mohimo -X- _ O
og -X- _ O
pakisusi -X- _ O
sa -X- _ O
dapit -X- _ O
aron -X- _ O
pagbadlong -X- _ O
niadtong -X- _ O
mga -X- _ O
maninda -X- _ O
og -X- _ O
barbeque -X- _ O
nga -X- _ O
dili -X- _ O
mopuwesto -X- _ O
sa -X- _ O
designated -X- _ O
display -X- _ O
area -X- _ O
sa -X- _ O
mga -X- _ O
pabuto -X- _ O
. -X- _ O

Ang -X- _ O
Babag -X- _ O
ma­oy -X- _ O
sentro -X- _ O
sa -X- _ O
firecracker -X- _ O
indus­try -X- _ O
sa -X- _ O
Lapu-Lapu -X- _ O
diin -X- _ O
ang -X- _ O
nag-u­­nang -X- _ O
panginabuhi -X- _ O
sa -X- _ O
mga -X- _ O
taga-ba­­rangay -X- _ O
mao -X- _ O
ang -X- _ O
pagpang­gama -X- _ O
og -X- _ O
mga -X- _ O
pabuto -X- _ O
ug -X- _ O
pyrotechnics -X- _ O
. -X- _ O

Ang -X- _ O
firecracker -X- _ O
zone -X- _ O
maoy -X- _ O
gitugotan -X- _ O
nga -X- _ O
lugar -X- _ O
alang -X- _ O
niadtong -X- _ O
mga -X- _ O
konstituente -X- _ O
nga -X- _ O
magpabuto -X- _ O
og -X- _ O
firecrackers -X- _ O
o -X- _ O
pyrotechnics -X- _ O
atol -X- _ O
sa -X- _ O
mga -X- _ O
okasyon -X- _ O
sa -X- _ O
pagsaulog -X- _ O
sa -X- _ O
Pasko -X- _ O
ug -X- _ O
pag­sugat -X- _ O
sa -X- _ O
Bag-ong -X- _ O
Tuig -X- _ O
. -X- _ O

Gikinahanglan -X- _ O
nga -X- _ O
ang -X- _ O
maong -X- _ O
area -X- _ O
layo -X- _ O
sa -X- _ O
mga -X- _ O
kabalayan -X- _ O
aron -X- _ O
nga -X- _ O
malikay -X- _ O
sa -X- _ O
posibleng -X- _ O
sunog -X- _ O
gumikan -X- _ O
sa -X- _ O
pagtugpa -X- _ O
sa -X- _ O
pabuto -X- _ O
ug -X- _ O
ubang -X- _ O
matang -X- _ O
sa -X- _ O
disgrasya -X- _ O
. -X- _ O

Ang -X- _ O
regional -X- _ O
director -X- _ O
sa -X- _ O
BFAR -X- _ B-ORG
, -X- _ O
Allan -X- _ B-PER
Poquita -X- _ I-PER
, -X- _ O
maoy -X- _ O
na­ngulo -X- _ O
sa -X- _ O
maong -X- _ O
kalihukan -X- _ O
nga -X- _ O
gihimo -X- _ O
sa -X- _ O
Talisay -X- _ B-OTHER
Fish -X- _ I-OTHER
Port -X- _ I-OTHER
nga -X- _ O
gitambungan -X- _ O
usab -X- _ O
sa -X- _ O
mga -X- _ O
opisyal -X- _ O
sa -X- _ O
dakbayan -X- _ O
sa -X- _ O
Talisay -X- _ B-LOC
. -X- _ O

Matod -X- _ O
ni -X- _ O
Poquita -X- _ B-PER
nga -X- _ O
kini -X- _ O
gitumong -X- _ O
aron -X- _ O
dili -X- _ O
na -X- _ O
kinahanglan -X- _ O
pa -X- _ O
nga -X- _ O
mag-gamit -X- _ O
og -X- _ O
kahoy -X- _ O
aron -X- _ O
himuon -X- _ O
og -X- _ O
banka -X- _ O
sanglit -X- _ O
ginama -X- _ O
man -X- _ O
kini -X- _ O
sa -X- _ O
fiber -X- _ O
glass -X- _ O
, -X- _ O
diin -X- _ O
ang -X- _ O
kantidad -X- _ O
sa -X- _ O
40 -X- _ O
ka -X- _ O
motor -X- _ O
banca -X- _ O
apil -X- _ O
na -X- _ O
ang -X- _ O
mga -X- _ O
makina -X- _ O
mokabat -X- _ O
sa -X- _ O
P1.4 -X- _ O
milyones -X- _ O
. -X- _ O

Nagkanayon -X- _ O
si -X- _ O
Poquita -X- _ B-PER
nga -X- _ O
usa -X- _ O
sa -X- _ O
naka-ayo -X- _ O
sa -X- _ O
fiber -X- _ O
glass -X- _ O
nga -X- _ O
pum -X- _ O
boat -X- _ O
lisod -X- _ O
nga -X- _ O
malunod -X- _ O
kon -X- _ O
adunay -X- _ O
mga -X- _ O
katalagman -X- _ O
. -X- _ O

Atol -X- _ O
sa -X- _ O
kaihukan -X- _ O
sa -X- _ O
wapa -X- _ O
gipanghatag -X- _ O
ang -X- _ O
mga -X- _ O
pumpboat -X- _ O
ang -X- _ O
mga -X- _ O
nakabenipisyo -X- _ O
gitudloan -X- _ O
una -X- _ O
unsaon -X- _ O
sa -X- _ O
pag-atiman -X- _ O
sa -X- _ O
motor -X- _ O
banca -X- _ O
, -X- _ O
lakip -X- _ O
sa -X- _ O
gihatag -X- _ O
mao -X- _ O
ang -X- _ O
makina -X- _ O
ug -X- _ O
pukot -X- _ O
nga -X- _ O
ilang -X- _ O
magamit -X- _ O
sa -X- _ O
panagat -X- _ O
. -X- _ O

Ang -X- _ O
presidente -X- _ O
sa -X- _ O
Talisay -X- _ B-ORG
Fisher -X- _ I-ORG
Folks -X- _ I-ORG
Federation -X- _ I-ORG
nga -X- _ O
si -X- _ O
Dennis -X- _ B-PER
Reyes -X- _ I-PER
niingon -X- _ O
nga -X- _ O
dako -X- _ O
ang -X- _ O
ilang -X- _ O
pasalamat -X- _ O
sa -X- _ O
BFAR -X- _ B-ORG
nga -X- _ O
mitabang -X- _ O
kini -X- _ O
sa -X- _ O
ilang -X- _ O
panginabuhian -X- _ O
. -X- _ O

Hangyo -X- _ O
ni -X- _ O
Presidente -X- _ O
Rodrigo -X- _ B-PER
Duterte -X- _ I-PER
giaprobahan -X- _ O
sa -X- _ O
Kongreso -X- _ O
kagahapon -X- _ O
sud -X- _ O
sa -X- _ O
kapin -X- _ O
sa -X- _ O
duha -X- _ O
ka -X- _ O
semana -X- _ O
sa -X- _ O
dili -X- _ O
pa -X- _ O
mohupas -X- _ O
ang -X- _ O
unang -X- _ O
paglugway -X- _ O
sa -X- _ O
Martial -X- _ O
law -X- _ O
sa -X- _ O
Mindanao -X- _ B-LOC
. -X- _ O

Sa -X- _ O
habig -X- _ O
ang -X- _ O
Senado -X- _ O
, -X- _ O
sa -X- _ O
botasyon -X- _ O
14 -X- _ O
ang -X- _ O
pabor -X- _ O
ug -X- _ O
upat -X- _ O
lang -X- _ O
ang -X- _ O
supak. -X- _ O
Sa -X- _ O
House -X- _ B-ORG
of -X- _ I-ORG
Representatives -X- _ I-ORG
, -X- _ O
226-23 -X- _ O
ang -X- _ O
resulta -X- _ O
. -X- _ O

Si -X- _ O
Lorenzana -X- _ B-PER
nanalipod -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
tuig -X- _ O
nga -X- _ O
paglugway -X- _ O
sa -X- _ O
martial -X- _ O
human -X- _ O
ang -X- _ O
rebelyon -X- _ O
wala -X- _ O
pa -X- _ O
hingpit -X- _ O
napapas -X- _ O
bisan -X- _ O
pagdeklarar -X- _ O
ni -X- _ O
Duterte -X- _ B-PER
nga -X- _ O
‘liberated’ -X- _ O
na -X- _ O
ang -X- _ O
Marawi -X- _ B-LOC
. -X- _ O

Sa -X- _ O
suwat-hangyo -X- _ O
sa -X- _ O
Senado -X- _ O
ug -X- _ O
Kongreso -X- _ O
, -X- _ O
si -X- _ O
Duterte -X- _ B-PER
nitumbok -X- _ O
sa -X- _ O
hulga -X- _ O
gikan -X- _ O
sa -X- _ O
ISIS-inspired -X- _ O
groups -X- _ O
ug -X- _ O
“communist -X- _ O
terrorists.” -X- _ O

Kini -X- _ O
maoy -X- _ O
nakita -X- _ O
ni -X- _ O
FCInsp. -X- _ O
Josephus -X- _ B-PER
Alburo -X- _ I-PER
nga -X- _ O
dakong -X- _ O
hagit -X- _ O
kon -X- _ O
motubag -X- _ O
ang -X- _ O
iyang -X- _ O
buhatan -X- _ O
og -X- _ O
alarma -X- _ O
sa -X- _ O
sunog -X- _ O
. -X- _ O

Kagahapon -X- _ O
sa -X- _ O
buntag -X- _ O
, -X- _ O
nihimo -X- _ O
og -X- _ O
simulation -X- _ O
drill -X- _ O
ang -X- _ O
ang -X- _ O
BFP -X- _ B-ORG
sa -X- _ O
pagtubag -X- _ O
og -X- _ O
sunog -X- _ O
nga -X- _ O
miigo -X- _ O
sa -X- _ O
Zone -X- _ B-LOC
Ahos -X- _ I-LOC
, -X- _ I-LOC
Brgy. -X- _ I-LOC
Paknaan -X- _ I-LOC
sa -X- _ O
dakbayan -X- _ O
. -X- _ O

Sa -X- _ O
maong -X- _ O
drill -X- _ O
, -X- _ O
nakadawat -X- _ O
og -X- _ O
tawag -X- _ O
sa -X- _ O
alarma -X- _ O
ang -X- _ O
BFP -X- _ B-ORG
sa -X- _ O
dakong -X- _ O
residential -X- _ O
area -X- _ O
sa -X- _ O
Paknaan -X- _ O
, -X- _ O
alas -X- _ O
10:09 -X- _ O
sa -X- _ O
buntag -X- _ O
. -X- _ O

Dugang -X- _ O
niya -X- _ O
nga -X- _ O
sayop -X- _ O
ang -X- _ O
panghunahuna -X- _ O
sa -X- _ O
mga -X- _ O
motorista -X- _ O
og -X- _ O
drayber -X- _ O
nga -X- _ O
di -X- _ O
mohatag -X- _ O
sa -X- _ O
dan -X- _ O
sa -X- _ O
mga -X- _ O
emergency -X- _ O
vehicles -X- _ O
kon -X- _ O
di -X- _ O
ang -X- _ O
ilang -X- _ O
mga -X- _ O
balay -X- _ O
ang -X- _ O
girespondehan -X- _ O
. -X- _ O

Paambit -X- _ O
niya -X- _ O
sa -X- _ O
mga -X- _ O
tigba­lita -X- _ O
nga -X- _ O
ang -X- _ O
kalihukan -X- _ O
nga -X- _ O
gihimo -X- _ O
uban -X- _ O
sa -X- _ O
suporta -X- _ O
sa -X- _ O
kagam­hanan -X- _ O
sa -X- _ O
dakbayan -X- _ O
ug -X- _ O
ni -X- _ O
Mayor -X- _ O
Luigi -X- _ B-PER
Quisumbing -X- _ I-PER
. -X- _ O

Tuyo -X- _ O
niini -X- _ O
aron -X- _ O
mas -X- _ O
mapa­lambo -X- _ O
ang -X- _ O
serbisyo -X- _ O
sa -X- _ O
bombero -X- _ O
ug -X- _ O
fire -X- _ O
volunteers -X- _ O
panahon -X- _ O
sa -X- _ O
emerhensiya -X- _ O
. -X- _ O

Napalgan -X- _ O
ang -X- _ O
ilegal -X- _ O
nga -X- _ O
pagpamaligya -X- _ O
og -X- _ O
stingrays -X- _ O
o -X- _ O
pagi -X- _ O
nga -X- _ O
naa -X- _ O
sa -X- _ O
4.8 -X- _ O
kilos -X- _ O
sa -X- _ O
Miyerkules -X- _ O
sa -X- _ O
buntag -X- _ O
sa -X- _ O
El -X- _ B-LOC
Fili­busterismo -X- _ I-LOC
St. -X- _ I-LOC
, -X- _ I-LOC
Ermita -X- _ I-LOC
, -X- _ O
dakbayan -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
. -X- _ O

Giila -X- _ O
ang -X- _ O
mga -X- _ O
naninda -X- _ O
nga -X- _ O
sila -X- _ O
Maricel -X- _ B-PER
Garcia -X- _ I-PER
, -X- _ O
nagpuyo -X- _ O
sa -X- _ O
maong -X- _ O
lugar -X- _ O
nga -X- _ O
adunay -X- _ O
baligya -X- _ O
nga -X- _ O
1.6 -X- _ O
kilos -X- _ O
nga -X- _ O
Stingrays -X- _ O
ug -X- _ O
si -X- _ O
Marvin -X- _ B-PER
Manatas -X- _ I-PER
, -X- _ O
taga -X- _ O
Escano -X- _ B-LOC
, -X- _ I-LOC
Carbon -X- _ I-LOC
nga -X- _ O
dunay -X- _ O
3.2 -X- _ O
kilos -X- _ O
nga -X- _ O
Stingrays -X- _ O
. -X- _ O

Matod -X- _ O
ni -X- _ O
Dr. -X- _ B-PER
Alice -X- _ I-PER
Utang -X- _ O
nga -X- _ O
gikan -X- _ O
ang -X- _ O
mga -X- _ O
supply -X- _ O
nga -X- _ O
Stingrays -X- _ O
sa -X- _ O
Zamboanga -X- _ B-LOC
ug -X- _ O
gibawal -X- _ O
gyud -X- _ O
kini -X- _ O
ang -X- _ O
pagpamaligya -X- _ O
og -X- _ O
pagi -X- _ O
nga -X- _ O
endangered -X- _ O
species -X- _ O
kini -X- _ O
. -X- _ O

Kanunay -X- _ O
ang -X- _ O
pag-inspeksyon -X- _ O
sa -X- _ O
manindahay -X- _ O
dihang -X- _ O
dapita -X- _ O
ug -X- _ O
sukad -X- _ O
sa -X- _ O
buntag -X- _ O
, -X- _ O
udto -X- _ O
ug -X- _ O
hangtod -X- _ O
sa -X- _ O
kaadlawon -X- _ O
ang -X- _ O
dyuti -X- _ O
ug -X- _ O
pagbantay -X- _ O
sa -X- _ O
mga -X- _ O
manindahay -X- _ O
. -X- _ O

Dugang -X- _ O
niya -X- _ O
nga -X- _ O
angay -X- _ O
lang -X- _ O
nga -X- _ O
tabangan -X- _ O
ang -X- _ O
kapulisan -X- _ O
mahitungod -X- _ O
sa -X- _ O
legal -X- _ O
problems -X- _ O
tungod -X- _ O
kay -X- _ O
usahay -X- _ O
ang -X- _ O
mga -X- _ O
pulis -X- _ O
magpanuko -X- _ O
sa -X- _ O
paghimo -X- _ O
sa -X- _ O
ilang -X- _ O
trabaho -X- _ O
hilabi -X- _ O
na -X- _ O
kon -X- _ O
dagkong -X- _ O
mga -X- _ O
tawo -X- _ O
o -X- _ O
mga -X- _ O
adunahan -X- _ O
ang -X- _ O
ilang -X- _ O
mabangga -X- _ O
. -X- _ O

Gitataw -X- _ O
ni -X- _ O
Garganera -X- _ B-PER
nga -X- _ O
makatabang -X- _ O
ang -X- _ O
P50,000 -X- _ O
, -X- _ O
apan -X- _ O
gihimug-atan -X- _ O
niini -X- _ O
nga -X- _ O
di -X- _ O
na -X- _ O
kinahanglan -X- _ O
pa -X- _ O
dunay -X- _ O
rekisitos -X- _ O
aron -X- _ O
ma-release -X- _ O
ang -X- _ O
maong -X- _ O
kantidad -X- _ O
sama -X- _ O
niining -X- _ O
makapatay -X- _ O
og -X- _ O
kriminal -X- _ O
. -X- _ O

Si -X- _ O
Garcia -X- _ B-PER
, -X- _ O
sa -X- _ O
iyang -X- _ O
bahin -X- _ O
, -X- _ O
nag­kanayon -X- _ O
nga -X- _ O
kon -X- _ O
ang -X- _ O
in­­ten­­siyon -X- _ O
sa -X- _ O
mayor -X- _ O
mao -X- _ O
ang -X- _ O
pag­tabang -X- _ O
sa -X- _ O
kapulisan -X- _ O
sa -X- _ O
legal -X- _ O
problem -X- _ O
, -X- _ O
inay -X- _ O
mohatag -X- _ O
og -X- _ O
P50,000 -X- _ O
nganong -X- _ O
dili -X- _ O
nalang -X- _ O
moumol -X- _ O
og -X- _ O
special -X- _ O
team -X- _ O
sa -X- _ O
mga -X- _ O
abogado -X- _ O
ang -X- _ O
Siyudad -X- _ O
aron -X- _ O
pagtubag -X- _ O
niining -X- _ O
mga -X- _ O
insidente -X- _ O
nga -X- _ O
makiha -X- _ O
ang -X- _ O
mga -X- _ O
pulis -X- _ O
kay -X- _ O
nakapusil -X- _ O
samtang -X- _ O
on-duty -X- _ O
. -X- _ O

Gihulagway -X- _ O
ni -X- _ O
Garcia -X- _ B-PER
ang -X- _ O
ma­ong -X- _ O
kantidad -X- _ O
nga -X- _ O
di -X- _ O
paigo -X- _ O
aron -X- _ O
pagbayad -X- _ O
sa -X- _ O
serbisyo -X- _ O
sa -X- _ O
abogado -X- _ O
nga -X- _ O
kuhaon -X- _ O
hilabi -X- _ O
na -X- _ O
kon -X- _ O
criminal -X- _ O
case -X- _ O
kay -X- _ O
mas -X- _ O
lisod -X- _ O
. -X- _ O

MGA -X- _ O
kawani -X- _ O
sa -X- _ O
Cebu -X- _ B-ORG
Provin­­cial -X- _ I-ORG
Detention -X- _ I-ORG
and -X- _ I-ORG
Rehabi­­lita­­tion -X- _ I-ORG
Center -X- _ I-ORG
( -X- _ I-ORG
CPDRC -X- _ I-ORG
) -X- _ I-ORG
di -X- _ O
tugotan -X- _ O
nga -X- _ O
mo-leave -X- _ O
o -X- _ O
mo-­absent -X- _ O
sa -X- _ O
Disyembre -X- _ O
25 -X- _ O
ug -X- _ O
26 -X- _ O
atol -X- _ O
sa -X- _ O
pagpahigayon -X- _ O
sa -X- _ O
family -X- _ O
day -X- _ O
alang -X- _ O
sa -X- _ O
mga -X- _ O
piniriso -X- _ O
. -X- _ O

Tag-tulo -X- _ O
ka -X- _ O
mga -X- _ O
sakop -X- _ O
sa -X- _ O
pamilya -X- _ O
ang -X- _ O
mahimong -X- _ O
makaduaw -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
inmate -X- _ O
atol -X- _ O
sa -X- _ O
family -X- _ O
day -X- _ O
sa -X- _ O
CPDRC -X- _ B-ORG
. -X- _ O

Anaa -X- _ O
na -X- _ O
karon -X- _ O
sa -X- _ O
kapin -X- _ O
3,000 -X- _ O
ang -X- _ O
gidaghanon -X- _ O
sa -X- _ O
mga -X- _ O
piniriso -X- _ O
sa -X- _ O
CPDRC -X- _ B-ORG
. -X- _ O

Kon -X- _ O
matag -X- _ O
usa -X- _ O
nila -X- _ O
dunay -X- _ O
tulo -X- _ O
ka -X- _ O
mga -X- _ O
bisita -X- _ O
, -X- _ O
hayan -X- _ O
moabot -X- _ O
sa -X- _ O
kapin -X- _ O
9,000 -X- _ O
ka -X- _ O
mga -X- _ O
tawo -X- _ O
ang -X- _ O
magdasok -X- _ O
unya -X- _ O
sa -X- _ O
prisohan -X- _ O
. -X- _ O

Tungod -X- _ O
niini -X- _ O
, -X- _ O
gitan-aw -X- _ O
sa -X- _ O
HR -X- _ O
sa -X- _ O
Kapitolyo -X- _ O
ang -X- _ O
pagsiguro -X- _ O
nga -X- _ O
dunay -X- _ O
igong -X- _ O
personnel -X- _ O
, -X- _ O
nga -X- _ O
ma­katabang -X- _ O
sa -X- _ O
pagpatunhay -X- _ O
sa -X- _ O
kahapsay -X- _ O
ug -X- _ O
kalinaw -X- _ O
sa -X- _ O
pasilidad -X- _ O
. -X- _ O

Gitambagan -X- _ O
na -X- _ O
ni -X- _ O
Provincial -X- _ O
Human -X- _ O
Resource -X- _ O
Office -X- _ O
Bhobby -X- _ B-PER
Nacorda -X- _ I-PER
ang -X- _ O
tagdumala -X- _ O
sa -X- _ O
CPDRC -X- _ B-ORG
nga -X- _ O
way -X- _ O
tugotan -X- _ O
nga -X- _ O
mag-leave -X- _ O
o -X- _ O
kaha -X- _ O
mo-absent -X- _ O
sa -X- _ O
mga -X- _ O
kawani -X- _ O
sa -X- _ O
prisohan -X- _ O
sa -X- _ O
maong -X- _ O
mga -X- _ O
adlaw -X- _ O
. -X- _ O

Ang -X- _ O
molapas -X- _ O
niini -X- _ O
mapahamtangan -X- _ O
og -X- _ O
disciplinary -X- _ O
action -X- _ O
ug -X- _ O
deduction -X- _ O
sa -X- _ O
ilang -X- _ O
sweldo -X- _ O
. -X- _ O

Sa -X- _ O
laing -X- _ O
bahin -X- _ O
, -X- _ O
gipahibawo -X- _ O
ni -X- _ O
Na­corda -X- _ O
nga -X- _ O
dunay -X- _ O
dugang -X- _ O
24 -X- _ O
ka -X- _ O
mga -X- _ O
watchmen -X- _ O
ang -X- _ O
ila -X- _ O
na -X- _ O
un­yang -X- _ O
ipakatap -X- _ O
sa -X- _ O
CPDRC -X- _ B-ORG
gihapon -X- _ O
. -X- _ O

Magdugang -X- _ O
kini -X- _ O
sa -X- _ O
unang -X- _ O
15 -X- _ O
nga -X- _ O
kasamtangang -X- _ O
nagtrabaho -X- _ O
na -X- _ O
sa -X- _ O
pasilidad -X- _ O
. -X- _ O

Niadtong -X- _ O
Enero -X- _ O
4 -X- _ O
, -X- _ O
2017 -X- _ O
, -X- _ O
si -X- _ O
Osmeña -X- _ B-PER
nipasaka -X- _ O
sa -X- _ O
mga -X- _ O
kasong -X- _ O
kalapasan -X- _ O
sa -X- _ O
Article -X- _ O
318 -X- _ O
sa -X- _ O
Revised -X- _ O
Penal -X- _ O
Code -X- _ O
kun -X- _ O
pagpanglimbong -X- _ O
, -X- _ O
ingon -X- _ O
man -X- _ O
paglapas -X- _ O
sa -X- _ O
Articles -X- _ O
171 -X- _ O
ug -X- _ O
171 -X- _ O
kun -X- _ O
pagpalsipikar -X- _ O
og -X- _ O
publiko -X- _ O
ug -X- _ O
pribadong -X- _ O
dokumento -X- _ O
ug -X- _ O
paglapas -X- _ O
sa -X- _ O
City -X- _ O
Tax -X- _ O
Ordinance -X- _ O
. -X- _ O

Sa -X- _ O
iyang -X- _ O
kaso -X- _ O
, -X- _ O
gihimug-atan -X- _ O
ni -X- _ O
Osmeña -X- _ B-PER
nga -X- _ O
lisod -X- _ O
katuohan -X- _ O
nga -X- _ O
ang -X- _ O
sanga -X- _ O
sa -X- _ O
BDO -X- _ B-ORG
sa -X- _ O
dan -X- _ O
Magallanes -X- _ B-LOC
, -X- _ O
Siyudad -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
mokita -X- _ O
lang -X- _ O
og -X- _ O
P400,057.22 -X- _ O
sa -X- _ O
operasyon -X- _ O
niini -X- _ O
sa -X- _ O
2016 -X- _ O
kun -X- _ O
tag -X- _ O
P33,330 -X- _ O
matag -X- _ O
buwan -X- _ O
. -X- _ O

Iyang -X- _ O
gimandoan -X- _ O
si -X- _ O
acting -X- _ O
City -X- _ O
Treasurer -X- _ O
Tessie -X- _ B-PER
Camarillo -X- _ I-PER
sa -X- _ O
pag-imbestigar -X- _ O
niini -X- _ O
niadtong -X- _ O
Nobiyembre -X- _ O
sa -X- _ O
miaging -X- _ O
tuig -X- _ O
. -X- _ O

Sa -X- _ O
imbestigasyon -X- _ O
ni -X- _ O
Camarillo -X- _ B-PER
, -X- _ O
iyang -X- _ O
nakita -X- _ O
nga -X- _ O
sa -X- _ O
2015 -X- _ O
, -X- _ O
ang -X- _ O
gross -X- _ O
sales -X- _ O
sa -X- _ O
mao -X- _ O
nga -X- _ O
bangko -X- _ O
moabot -X- _ O
og -X- _ O
P4,449,824.94 -X- _ O
nga -X- _ O
gipilo -X- _ O
og -X- _ O
kanapulo -X- _ O
ang -X- _ O
gidak-on -X- _ O
itandi -X- _ O
sa -X- _ O
ilang -X- _ O
sales -X- _ O
sa -X- _ O
2016 -X- _ O
. -X- _ O

Pinasikad -X- _ O
niini -X- _ O
, -X- _ O
matod -X- _ O
ni -X- _ O
Camarillo -X- _ B-PER
ngadto -X- _ O
sa -X- _ O
iyang -X- _ O
report -X- _ O
ni -X- _ O
Osmeña -X- _ B-PER
, -X- _ O
ang -X- _ O
bangko -X- _ O
ni -X- _ O
“underdeclared” -X- _ O
sa -X- _ O
ilang -X- _ O
kita -X- _ O
kay -X- _ O
imposible -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
dakong -X- _ O
bangko -X- _ O
