-DOCSTART- -X- O
sa -X- _ O
Bacong -X- _ B-LOC
ug -X- _ O
Dauin -X- _ B-LOC
gisugat -X- _ O
ang -X- _ O
iyang -X- _ O
lungon. -X- _ O
Nagpagawas -X- _ O
sab -X- _ O
sila -X- _ O
og -X- _ O
mga -X- _ O
mensahe -X- _ O
sa -X- _ O
pagbangutan -X- _ O
ug -X- _ O
pagpasalamat -X- _ O
sa -X- _ O
napatay -X- _ O
nga -X- _ O
gobernador -X- _ O
. -X- _ O

NEGOR -X- _ B-LOC
, -X- _ O
GI-BAN -X- _ O
SAB -X- _ O
ANG -X- _ O
PORK -X- _ O
PRODUCTS -X- _ O
GIKAN -X- _ O
SA -X- _ O
CEBUGipahamtang -X- _ B-LOC
sa -X- _ O
provincial -X- _ O
government -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
ang -X- _ O
total -X- _ O
ban -X- _ O
sa -X- _ O
baboy -X- _ O
ug -X- _ O
uban -X- _ O
pang -X- _ O
produkto -X- _ O
gikan -X- _ O
sa -X- _ O
probinsya -X- _ O
sa -X- _ O
Cebu -X- _ B-LOC
human -X- _ O
nakatala -X- _ O
sa -X- _ O
unang -X- _ O
kaso -X- _ O
sa -X- _ O
African -X- _ B-MISC
Swine -X- _ I-MISC
Fever -X- _ I-MISC
sa -X- _ O
Carcar -X- _ B-LOC
City.Mo-epekto -X- _ I-LOC
ang -X- _ O
total -X- _ O
ban -X- _ O
sa -X- _ O
mosunod -X- _ O
nga -X- _ O
45 -X- _ O
ka -X- _ O
adlaw -X- _ O
base -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
executive -X- _ O
order -X- _ O
nga -X- _ O
gi-isyu -X- _ O
niadtong -X- _ O
Mar. -X- _ O
3.Mao -X- _ O
kini -X- _ O
ang -X- _ O
gibutyag -X- _ O
sa -X- _ O
chief -X- _ O
operations -X- _ O
officer -X- _ O
sa -X- _ O
Provincial -X- _ B-ORG
Veterinary -X- _ I-ORG
Office -X- _ I-ORG
( -X- _ O
PVO -X- _ B-ORG
) -X- _ O
nga -X- _ O
si -X- _ O
Ophelia -X- _ B-PER
Felisilda. -X- _ I-PER
" -X- _ O
( -X- _ O
The -X- _ O
late -X- _ O
) -X- _ O
Governor -X- _ O
Degamo -X- _ B-PER
signed -X- _ O
and -X- _ O
issued -X- _ O
the -X- _ O
executive -X- _ O
order -X- _ O
on -X- _ O
the -X- _ O
total -X- _ O
ban -X- _ O
even -X- _ O
before -X- _ O
the -X- _ O
news -X- _ O
of -X- _ O
the -X- _ O
ASF -X- _ B-MISC
cases -X- _ O
in -X- _ O
Carcar -X- _ B-LOC
City -X- _ I-LOC
came -X- _ O
out -X- _ O
, -X- _ O
to -X- _ O
prevent -X- _ O
the -X- _ O
swine -X- _ O
industry -X- _ O
in -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
from -X- _ O
being -X- _ O
affected -X- _ O
by -X- _ O
the -X- _ O
animal -X- _ O
disease -X- _ O
, -X- _ O
" -X- _ O
sumala -X- _ O
pa -X- _ O
ni -X- _ O
Felisilda.Niadtong -X- _ B-PER
Miyerkules -X- _ O
, -X- _ O
gikompirma -X- _ O
sa -X- _ O
Bureau -X- _ B-ORG
of -X- _ I-ORG
Animal -X- _ I-ORG
Industry -X- _ I-ORG
( -X- _ O
BAI -X- _ B-ORG
) -X- _ O
sa -X- _ O
Region -X- _ B-LOC
7 -X- _ I-LOC
ang -X- _ O
unang -X- _ O
kaso -X- _ O
sa -X- _ O
ASF -X- _ B-MISC
sa -X- _ O
Carcar -X- _ B-LOC
City -X- _ I-LOC
, -X- _ O
human -X- _ O
58 -X- _ O
sa -X- _ O
149 -X- _ O
ka -X- _ O
pig -X- _ O
blood -X- _ O
samples -X- _ O
ang -X- _ O
nagpositibo -X- _ O
niadtong -X- _ O
Mar. -X- _ O
1 -X- _ O
. -X- _ O

Ubos -X- _ O
sa -X- _ O
directiba -X- _ O
ni -X- _ O
mayor -X- _ O
Pepe -X- _ B-PER
Abiera -X- _ I-PER
uban -X- _ O
sa -X- _ O
Ldrrmo -X- _ B-ORG
Sibulan -X- _ I-ORG
atong -X- _ O
gibisita -X- _ O
kagahapon -X- _ O
ang -X- _ O
twin -X- _ B-LOC
lake -X- _ I-LOC
Balinsasayao -X- _ I-LOC
aron -X- _ O
iverify -X- _ O
ang -X- _ O
report -X- _ O
nga -X- _ O
gipa -X- _ O
abot -X- _ O
ni -X- _ O
sir -X- _ O
Rico -X- _ B-PER
Mier -X- _ I-PER
discoloration -X- _ O
niini -X- _ O
ug -X- _ O
adunay -X- _ O
baho -X- _ O
sa -X- _ O
sulfur -X- _ O
sa -X- _ O
palibot. -X- _ O
Ug -X- _ O
tuod -X- _ O
man -X- _ O
atong -X- _ O
nakita -X- _ O
didto -X- _ O
ang -X- _ O
kausbanan. -X- _ O
Ato -X- _ O
pong -X- _ O
na -X- _ O
abtan -X- _ O
ang -X- _ O
mga -X- _ O
taga -X- _ O
DENR -X- _ B-ORG
nagkuha -X- _ O
usab -X- _ O
ug -X- _ O
water -X- _ O
samples -X- _ O
aron -X- _ O
paghimo -X- _ O
ug -X- _ O
dugang -X- _ O
pag -X- _ O
tuon. -X- _ O
Matod -X- _ O
pod -X- _ O
ni -X- _ O
Engr -X- _ O
Mulac -X- _ B-PER
sa -X- _ O
Phivolcs -X- _ B-ORG
wala -X- _ O
sab -X- _ O
silay -X- _ O
namatikdan -X- _ O
nga -X- _ O
seismic -X- _ O
activity -X- _ O
diri -X- _ O
sa -X- _ O
atong -X- _ O
palibot -X- _ O
ug -X- _ O
ni -X- _ O
recommendar -X- _ O
siya -X- _ O
sa -X- _ O
pag -X- _ O
paabot -X- _ O
niini -X- _ O
sa -X- _ O
mga -X- _ O
Phivolcs -X- _ B-LOC
national -X- _ I-LOC
office -X- _ I-LOC
aron -X- _ O
makapadala -X- _ O
ug -X- _ O
mga -X- _ O
experto -X- _ O
gikan -X- _ O
volcanology -X- _ O
section -X- _ O
aron -X- _ O
maka -X- _ O
himo -X- _ O
pa -X- _ O
ug -X- _ O
dugang -X- _ O
pag -X- _ O
tuon -X- _ O
niini. -X- _ O
Matod -X- _ O
pa -X- _ O
sa -X- _ O
mga -X- _ O
locals -X- _ O
didto -X- _ O
adunay -X- _ O
susamang -X- _ O
pang -X- _ O
hitabo -X- _ O
ni -X- _ O
adto -X- _ O
pang -X- _ O
2007. -X- _ O
Ato -X- _ O
sab -X- _ O
kini -X- _ O
gipa -X- _ O
abot -X- _ O
sa -X- _ O
SB -X- _ B-ORG
ug -X- _ O
gi -X- _ O
actionan -X- _ O
dayon -X- _ O
kini -X- _ O
ni -X- _ O
vice -X- _ O
mayor -X- _ O
Dirkie -X- _ B-PER
Fontelo -X- _ I-PER
pina -X- _ O
agi -X- _ O
sa -X- _ O
pag -X- _ O
assign -X- _ O
sa -X- _ O
comitiba -X- _ O
ug -X- _ O
pag -X- _ O
imbitar -X- _ O
ug -X- _ O
local -X- _ O
experts -X- _ O
aron -X- _ O
maghimo -X- _ O
ug -X- _ O
dugang -X- _ O
pag -X- _ O
tuon.Salamat -X- _ O
sir -X- _ O
Rico -X- _ B-PER
, -X- _ O
DENR -X- _ B-ORG
UG -X- _ O
PHIVOLCS -X- _ B-ORG
. -X- _ O

LOOK -X- _ O
: -X- _ O
Nagbangga -X- _ O
ang -X- _ O
Maayo -X- _ B-ORG
Shipping -X- _ I-ORG
Roro -X- _ O
ug -X- _ O
Petro -X- _ B-MISC
Helen -X- _ I-MISC
Tanker -X- _ I-MISC
sa -X- _ O
Tampi -X- _ B-LOC
Port -X- _ I-LOC
, -X- _ I-LOC
San -X- _ I-LOC
Jose -X- _ I-LOC
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
mga -X- _ O
9:30 -X- _ O
sa -X- _ O
buntag -X- _ O
karong -X- _ O
adlawa -X- _ O
, -X- _ O
March -X- _ O
7 -X- _ O
, -X- _ O
2023.Sa -X- _ O
pagkakaron -X- _ O
, -X- _ O
dili -X- _ O
pa -X- _ O
klaro -X- _ O
ang -X- _ O
hinungdan -X- _ O
sa -X- _ O
insidente -X- _ O
apan -X- _ O
wala'y -X- _ O
natala -X- _ O
nga -X- _ O
naangol -X- _ O
kon -X- _ O
oil -X- _ O
spill. -X- _ O
Caption -X- _ O
via -X- _ O
yes -X- _ O
the -X- _ O
best -X- _ O

VICE -X- _ O
GOV. -X- _ O
CHACO -X- _ B-PER
SAGARBARRIA -X- _ I-PER
MIBISITA -X- _ O
SA -X- _ O
HAYA -X- _ O
NI -X- _ O
ANHING -X- _ O
NEG -X- _ B-LOC
OR -X- _ I-LOC
GOV. -X- _ O
ROEL -X- _ B-PER
RAGAY -X- _ I-PER
DEGAMO. -X- _ I-PER
MARCH -X- _ O
5 -X- _ O
, -X- _ O
2023Via -X- _ O
Negor -X- _ O
Balita -X- _ O

BREAKING -X- _ O
NEWS -X- _ O
and -X- _ O
LATEST -X- _ O
UPDATENegros -X- _ B-LOC
Oriental -X- _ I-LOC
Governor -X- _ O
Roel -X- _ B-PER
Degamo -X- _ I-PER
was -X- _ O
pronounced -X- _ O
dead -X- _ O
at -X- _ O
11:41am -X- _ O
today.GOVERNOR -X- _ O
DEGAMO -X- _ B-PER
SA -X- _ O
NEGROS -X- _ B-LOC
ORIENTAL -X- _ I-LOC
PATAY -X- _ O
SA -X- _ O
PAGPAMUSIL -X- _ O
! -X- _ O
Gisuwayan -X- _ O
pa -X- _ O
og -X- _ O
revive -X- _ O
si -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
Roel -X- _ B-PER
Ragay -X- _ I-PER
Degamo -X- _ I-PER
apan -X- _ O
nakabsan -X- _ O
gayud -X- _ O
kini -X- _ O
sa -X- _ O
kinabuhi -X- _ O
human -X- _ O
nga -X- _ O
adunay -X- _ O
mga -X- _ O
armadong -X- _ O
tawo -X- _ O
nga -X- _ O
mibanhig -X- _ O
niini -X- _ O
kaganihang -X- _ O
pasado -X- _ O
alas -X- _ O
10 -X- _ O
sa -X- _ O
kabuntagon -X- _ O
didto -X- _ O
sa -X- _ O
iyang -X- _ O
panimalay -X- _ O
sa -X- _ O
Nuebe -X- _ B-LOC
, -X- _ I-LOC
Pamplona. -X- _ I-LOC
Gikataho -X- _ O
usab -X- _ O
nga -X- _ O
patay -X- _ O
ang -X- _ O
5 -X- _ O
ka -X- _ O
mga -X- _ O
sakop -X- _ O
sa -X- _ O
iyang -X- _ O
security -X- _ O
og -X- _ O
uban -X- _ O
na -X- _ O
civilian -X- _ O
sa -X- _ O
pagpamusil.Mao -X- _ O
ni -X- _ O
ang -X- _ O
sitwasyon -X- _ O
human -X- _ O
sa -X- _ O
pagsulod -X- _ O
sa -X- _ O
mga -X- _ O
armadong -X- _ O
tawo -X- _ O
didto -X- _ O
mismo -X- _ O
sa -X- _ O
panimalay -X- _ O
ni -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
Governor -X- _ O
Roel -X- _ B-PER
Degamo -X- _ I-PER
sa -X- _ O
Nuebe -X- _ B-LOC
Pamplona -X- _ I-LOC
. -X- _ O

Developing -X- _ O
story -X- _ O
? -X- _ O
? -X- _ O
UPDATE -X- _ O
: -X- _ O
Gov. -X- _ O
Degamo -X- _ B-PER
was -X- _ O
pronounced -X- _ O
dead -X- _ O
at -X- _ O
11:41 -X- _ O
am -X- _ O
today————————————-5 -X- _ O
KA -X- _ O
SIBILYAN -X- _ O
PATAY -X- _ O
SAMTANG -X- _ O
GOV. -X- _ O
DEGAMO -X- _ B-PER
SA -X- _ O
NEGROS -X- _ B-LOC
ORIENTAL -X- _ I-LOC
ANGOL -X- _ O
SA -X- _ O
STRAFING -X- _ O
Gikataho -X- _ O
nga -X- _ O
lima -X- _ O
ka -X- _ O
sibilyan -X- _ O
ang -X- _ O
patay -X- _ O
ug -X- _ O
samaron -X- _ O
si -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
Gov. -X- _ O
Roel -X- _ B-PER
Ragay -X- _ I-PER
Degamo -X- _ I-PER
ug -X- _ O
duha -X- _ O
niini -X- _ O
ka -X- _ O
Police -X- _ O
Escort -X- _ O
human -X- _ O
gi -X- _ O
Straffing -X- _ O
sa -X- _ O
nagpaka -X- _ O
aron -X- _ O
ingnon -X- _ O
nga -X- _ O
mga -X- _ O
pulis. -X- _ O
Nagpahigayon -X- _ O
ug -X- _ O
usa -X- _ O
ka -X- _ O
pulong-pulong -X- _ O
ang -X- _ O
gobernador -X- _ O
kaganiha -X- _ O
mga -X- _ O
alas -X- _ O
9:40 -X- _ O
sa -X- _ O
lungsod -X- _ O
sa -X- _ O
Pamplona -X- _ B-LOC
, -X- _ I-LOC
Negros -X- _ I-LOC
Oriental. -X- _ I-LOC
Sigon -X- _ O
pa -X- _ O
sa -X- _ O
mga -X- _ O
naka -X- _ O
saksi -X- _ O
, -X- _ O
naputos -X- _ O
ug -X- _ O
samad -X- _ O
pinusilan -X- _ O
ang -X- _ O
gobernador -X- _ O
uban -X- _ O
ang -X- _ O
escort -X- _ O
nga -X- _ O
sila -X- _ O
si -X- _ O
PFC -X- _ O
Malunes -X- _ B-PER
ug -X- _ O
Sgt. -X- _ O
Sayon. -X- _ B-PER
Ang -X- _ O
gisakyan -X- _ O
sa -X- _ O
mga -X- _ O
armadong -X- _ O
mipusil -X- _ O
duha -X- _ O
ka -X- _ O
SUV -X- _ O
nga -X- _ O
Montero -X- _ B-MISC

Wala -X- _ O
najuy -X- _ O
powers -X- _ O
ang -X- _ O
city -X- _ O
of -X- _ O
Dumaguete -X- _ B-LOC
mu -X- _ O
handle -X- _ O
aning -X- _ O
mga -X- _ O
violators. -X- _ O
Wala -X- _ O
nay -X- _ O
justice -X- _ O
mag -X- _ O
lakaw -X- _ O
sidewalk -X- _ O
, -X- _ O
maypa -X- _ O
magpa -X- _ O
tunga -X- _ O
nalang -X- _ O
sa -X- _ O
dalan -X- _ O
kay -X- _ O
bisag -X- _ O
ang -X- _ O
sakyanan -X- _ O
naa -X- _ O
man -X- _ O
gane -X- _ O
sidewalk -X- _ O
mag -X- _ O
parking. -X- _ O
We -X- _ O
really -X- _ O
have -X- _ O
a -X- _ O
weak -X- _ O
enforcement -X- _ O
system -X- _ O
in -X- _ O
Dumaguete -X- _ B-LOC
city -X- _ I-LOC
sadly -X- _ O
and -X- _ O
this -X- _ O
is -X- _ O
considered -X- _ O
a -X- _ O
small -X- _ O
problem -X- _ O
that -X- _ O
is -X- _ O
currently -X- _ O
growing. -X- _ O
" -X- _ O
naa -X- _ O
ra -X- _ O
man -X- _ O
unta -X- _ O
kos -X- _ O
daplin -X- _ O
galakaw -X- _ O
, -X- _ O
pero -X- _ O
nganong -X- _ O
mupadaplin -X- _ O
man -X- _ O
pod -X- _ O
silag -X- _ O
apil -X- _ O
? -X- _ O
? -X- _ O
ps. -X- _ O
naa -X- _ O
pay -X- _ O
gasunod -X- _ O
sa -X- _ O
luyo -X- _ O
nako -X- _ O
na -X- _ O
motor -X- _ O
" -X- _ O

The -X- _ O
price -X- _ O
of -X- _ O
pork -X- _ O
is -X- _ O
increasing -X- _ O
due -X- _ O
to -X- _ O
high -X- _ O
price -X- _ O
of -X- _ O
feeds. -X- _ O
Mahal -X- _ O
rajud -X- _ O
ang -X- _ O
isda -X- _ O
dire -X- _ O
sa -X- _ O
Dumaguete. -X- _ B-LOC
Unsay -X- _ O
food -X- _ O
security -X- _ O
nato -X- _ O
ani -X- _ O
sa -X- _ O
future -X- _ O
kung -X- _ O
dile -X- _ O
ni -X- _ O
ma -X- _ O
hatagan -X- _ O
ug -X- _ O
pag -X- _ O
tagad -X- _ O
? -X- _ O

Bahalag -X- _ O
dagkog -X- _ O
sakyanan -X- _ O
basta -X- _ O
dile -X- _ O
ma -X- _ O
regulate -X- _ O
ang -X- _ O
speed -X- _ O
limit. -X- _ O
" -X- _ O
Mga -X- _ O
haras -X- _ O
nga -X- _ O
dagkong -X- _ O
sakyanan -X- _ O
! -X- _ O
Mao -X- _ O
ni -X- _ O
nahitabo -X- _ O
ganina -X- _ O
sa -X- _ O
amlan -X- _ B-LOC
while -X- _ O
ga -X- _ O
drive -X- _ O
si -X- _ O
Papa -X- _ O
Nako -X- _ O
og -X- _ O
Ambulance. -X- _ O
Ga -X- _ O
park -X- _ O
ra -X- _ O
Siya -X- _ O
sa -X- _ O
kilid -X- _ O
Kay -X- _ O
ga -X- _ O
hulat -X- _ O
og -X- _ O
rescue -X- _ O
Kay -X- _ O
na -X- _ O
da-ot -X- _ O
iyang -X- _ O
ambulance -X- _ O
og -X- _ O
sadihang -X- _ O
gi -X- _ O
dam -X- _ O
agan -X- _ O
siyag -X- _ O
carrier -X- _ O
/ -X- _ O
Dagkong -X- _ O
van -X- _ O
nga -X- _ O
gi -X- _ O
lanat -X- _ O
jud -X- _ O
Niya -X- _ O
Ang -X- _ O
Ceres -X- _ B-MISC
baling -X- _ O
kusoga -X- _ O
! -X- _ O
Need -X- _ O
nani -X- _ O
sila -X- _ O
og -X- _ O
Speed -X- _ O
limit -X- _ O
! -X- _ O
" -X- _ O

Nasayup -X- _ O
siguro -X- _ O
ang -X- _ O
taga -X- _ O
tmo -X- _ B-ORG
ana -X- _ O
admin -X- _ O
kay -X- _ O
pwede -X- _ O
raman -X- _ O
d -X- _ O
i -X- _ O
parkingan -X- _ O
ang -X- _ O
no -X- _ O
parking -X- _ O

Pahibalo -X- _ O
! -X- _ O
Gikawat -X- _ O
ako -X- _ O
bag -X- _ O
mga -X- _ O
around -X- _ O
5-7pm -X- _ O
sa -X- _ O
SU -X- _ B-LOC
ballfield -X- _ I-LOC
ang -X- _ O
sulod -X- _ O
sa -X- _ O
bag -X- _ O
kay -X- _ O
School -X- _ O
ID -X- _ O
, -X- _ O
Relo -X- _ O
, -X- _ O
Phone -X- _ O
, -X- _ O
Wallet -X- _ O
nga -X- _ O
sulod -X- _ O
ky -X- _ O
akong -X- _ O
Driver’s -X- _ O
license -X- _ O
, -X- _ O
og -X- _ O
yabi -X- _ O
sako -X- _ O
motorBasin -X- _ O
gibaligyaan -X- _ O
mog -X- _ O
Adidas -X- _ B-MISC
na -X- _ O
duffle -X- _ O
bag -X- _ O
gamay -X- _ O
sya -X- _ O
then -X- _ O
samsung -X- _ B-MISC
s10 -X- _ O
prism -X- _ O
white -X- _ O
128gb -X- _ O
then -X- _ O
relo -X- _ O
nga -X- _ O
g-shock -X- _ B-MISC
color -X- _ O
black -X- _ O
ang -X- _ O
strap -X- _ O
then -X- _ O
color -X- _ O
green -X- _ O
ang -X- _ O
sa -X- _ O
sulodPlease -X- _ O
message -X- _ O
me -X- _ O
sa -X- _ O
Messenger -X- _ O
lang. -X- _ O
Muhatag -X- _ O
lang -X- _ O
kog -X- _ O
pahalipay -X- _ O
basin -X- _ O
makuha -X- _ O
pa -X- _ O
ang -X- _ O
phone -X- _ O

Lisod -X- _ O
dire -X- _ O
Dumaguete -X- _ B-LOC
kay -X- _ O
sige -X- _ O
tag -X- _ O
promote -X- _ O
but -X- _ O
walay -X- _ O
opportunity -X- _ O
sa -X- _ O
mga -X- _ O
locals. -X- _ O
Mas -X- _ O
priority -X- _ O
ang -X- _ O
mostly -X- _ O
outsiders -X- _ O
or -X- _ O
close -X- _ O
friends -X- _ O
. -X- _ O

Mag -X- _ O
wonder -X- _ O
pamo -X- _ O
nanung -X- _ O
traffic -X- _ O
diha -X- _ O
sa -X- _ O
West -X- _ B-LOC
Elementary -X- _ I-LOC
? -X- _ O
Gagmay -X- _ O
kaau -X- _ O
ang -X- _ O
mga -X- _ O
sakyanan -X- _ O
nga -X- _ O
gaparking. -X- _ O
Mga -X- _ O
cutey -X- _ O
kaau -X- _ O
mu -X- _ O
balabag -X- _ O
sa -X- _ O
dalan. -X- _ O
Walay -X- _ O
bisag -X- _ O
usa -X- _ O
ka -X- _ O
dakong -X- _ O
sakyanan -X- _ O
diha. -X- _ O
And -X- _ O
the -X- _ O
sad -X- _ O
thing -X- _ O
about -X- _ O
this -X- _ O
problem -X- _ O
we -X- _ O
have -X- _ O
in -X- _ O
this -X- _ O
micro -X- _ O
city -X- _ O
is -X- _ O
that -X- _ O
wala -X- _ O
juy -X- _ O
maka -X- _ O
enforce -X- _ O
ani. -X- _ O
Until -X- _ O
now -X- _ O
it -X- _ O
's -X- _ O
all -X- _ O
plans -X- _ O
by -X- _ O
the -X- _ O
government -X- _ O
but -X- _ O
the -X- _ O
problem -X- _ O
is -X- _ O
growing -X- _ O
rapidly -X- _ O
in -X- _ O
pace -X- _ O
while -X- _ O
our -X- _ O
elected -X- _ O
officials -X- _ O
are -X- _ O
still -X- _ O
hoping -X- _ O
for -X- _ O
a -X- _ O
miracle -X- _ O
sa -X- _ O
ilang -X- _ O
plans -X- _ O
. -X- _ O

Extra -X- _ O
care -X- _ O
lang -X- _ O
mo -X- _ O
if -X- _ O
naa -X- _ O
mos -X- _ O
Pantawan -X- _ B-LOC
or -X- _ O
Boulevard. -X- _ B-LOC
Basin -X- _ O
ang -X- _ O
kidlat -X- _ O
dile -X- _ O
gkan -X- _ O
sa -X- _ O
langit -X- _ O
kung -X- _ O
di -X- _ O
sa -X- _ O
ilalom -X- _ O
. -X- _ O

Pangutana -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
curious -X- _ O
citizen. -X- _ O
" -X- _ O
Admin -X- _ O
unsay -X- _ O
pasabot -X- _ O
ani -X- _ O
kung -X- _ O
ang -X- _ O
ambulance -X- _ O
ga -X- _ O
pa -X- _ O
siga -X- _ O
but -X- _ O
chill -X- _ O
ra -X- _ O
ug -X- _ O
dagan -X- _ O
? -X- _ O
Emergency -X- _ O
ba -X- _ O
to -X- _ O
ni -X- _ O
? -X- _ O
Kailangan -X- _ O
baka -X- _ O
mu -X- _ O
isbog -X- _ O
bisag -X- _ O
wala -X- _ O
ga -X- _ O
tingog -X- _ O
ilang -X- _ O
wang -X- _ O
wang -X- _ O
mya -X- _ O
moderate -X- _ O
ra -X- _ O
ilang -X- _ O
dagan -X- _ O
? -X- _ O
Maka -X- _ O
libog -X- _ O
kaau -X- _ O
admin -X- _ O
this -X- _ O
is -X- _ O
not -X- _ O
just -X- _ O
one -X- _ O
time -X- _ O
lang -X- _ O
gyud. -X- _ O
Thanks -X- _ O
" -X- _ O

Gamiton -X- _ O
napod -X- _ O
sa -X- _ O
US -X- _ B-LOC
ang -X- _ O
Pinas -X- _ B-LOC
. -X- _ O

Is -X- _ O
open -X- _ O
na -X- _ O
dinaka -X- _ O
ma -X- _ O
shtop -X- _ O
sa -X- _ O
wall -X- _ O
! -X- _ O
4 -X- _ O
lanes -X- _ O
but -X- _ O
2 -X- _ O
lanes -X- _ O
ra -X- _ O
ma -X- _ O
gamit -X- _ O
kay -X- _ O
parkingan -X- _ O
raman -X- _ O
japon -X- _ O
na -X- _ O
Camanjac -X- _ B-LOC
Portion -X- _ I-LOC
sa -X- _ O
Dumaguete -X- _ B-LOC
Diversion -X- _ I-LOC
Road -X- _ I-LOC
GI -X- _ O
ABRIHAN -X- _ O
NA -X- _ O
! -X- _ O
Gi -X- _ O
abrihan -X- _ O
na -X- _ O
sa -X- _ O
awtoridad -X- _ O
ug -X- _ O
gisugdan -X- _ O
napod -X- _ O
ang -X- _ O
pag-construct -X- _ O
sa -X- _ O
maong -X- _ O
luna -X- _ O
ang -X- _ O
4-lane -X- _ O
Metro -X- _ B-LOC
Dumaguete -X- _ I-LOC
Diversion -X- _ I-LOC
Road -X- _ I-LOC
nga -X- _ O
mao -X- _ O
nalay -X- _ O
kulangan -X- _ O
para -X- _ O
ma -X- _ O
konektar -X- _ O
ang -X- _ O
Sibulan-Dumaguete -X- _ B-LOC
junction -X- _ I-LOC
sa -X- _ O
may -X- _ O
Barangay -X- _ B-LOC
Camanjac -X- _ I-LOC
portion -X- _ O
nga -X- _ O
crossing -X- _ O
sa -X- _ O
Diversion -X- _ B-LOC
Road. -X- _ I-LOC
Inig -X- _ O
mahuman -X- _ O
na -X- _ O
kini -X- _ O
ug -X- _ O
semento -X- _ O
dayon -X- _ O
maabrihan -X- _ O
na -X- _ O
ang -X- _ O
alad -X- _ O
, -X- _ O
padayon -X- _ O
na -X- _ O
ang -X- _ O
biyahe -X- _ O
niini -X- _ O
sa -X- _ O
mga -X- _ O
lumalabay -X- _ O
gikan -X- _ O
sa -X- _ O
Bacong -X- _ B-LOC
padulong -X- _ O
sa -X- _ O
Sibulan -X- _ B-LOC
via -X- _ O
Diversion -X- _ B-LOC
Road -X- _ I-LOC
vice-versa. -X- _ O
| -X- _ O
via -X- _ O
DumaVenturePH -X- _ O

Kagabie -X- _ O
sa -X- _ O
tiangge -X- _ O
sa -X- _ O
building -X- _ O
2 -X- _ O
dapit. -X- _ O
Usa -X- _ O
ka -X- _ O
3 -X- _ O
wheeler -X- _ O
na -X- _ O
sunug. -X- _ O
Mark -X- _ O
Rebejo -X- _ O

Any -X- _ O
police -X- _ O
visibility -X- _ O
in -X- _ O
the -X- _ O
area -X- _ O
? -X- _ O
# -X- _ O
PublicAwaressOriginal -X- _ O
post -X- _ O
from -X- _ O
Mia -X- _ B-PER
GutayBAJUMPANDAN -X- _ I-PER
DIVERSION -X- _ B-LOC
Ug -X- _ O
kinsa -X- _ O
man -X- _ O
mung -X- _ O
tawhana -X- _ O
mo -X- _ O
na -X- _ O
galanat -X- _ O
sa -X- _ O
akong -X- _ O
manghud -X- _ O
sa -X- _ O
diversion -X- _ B-LOC
and -X- _ O
pahunongon -X- _ O
pa -X- _ O
ninyo. -X- _ O
Nganung -X- _ O
pahunongon -X- _ O
man -X- _ O
ninyo -X- _ O
unsai -X- _ O
inyong -X- _ O
tumong -X- _ O
ug -X- _ O
tuyo -X- _ O
? -X- _ O
! -X- _ O
Gelanat -X- _ O
pa -X- _ O
ninyo -X- _ O
akoa -X- _ O
manghud -X- _ O
abot -X- _ O
sa -X- _ O
junob -X- _ B-LOC
highschool. -X- _ I-LOC
Gikan -X- _ O
ra -X- _ O
intawon -X- _ O
ng -X- _ O
gahatud -X- _ O
namu -X- _ O
didtos -X- _ O
balayag -X- _ O
Manok -X- _ B-LOC
Valencia -X- _ I-LOC
kay -X- _ O
naa -X- _ O
mis -X- _ O
akoang -X- _ O
Bana -X- _ O
idtu -X- _ O
ga -X- _ O
work. -X- _ O
Ug -X- _ O
sa -X- _ O
dihang -X- _ O
gapauli -X- _ O
na -X- _ O
akong -X- _ O
manghud -X- _ O
inyu -X- _ O
Ng -X- _ O
gelagas -X- _ O
ug -X- _ O
pahulbot -X- _ O
hulbot -X- _ O
pa -X- _ O
mo -X- _ O
niya -X- _ O
inyung -X- _ O
pahunongon -X- _ O
! -X- _ O
Dili -X- _ O
ni -X- _ O
first -X- _ O
time -X- _ O
na -X- _ O
nahitabo -X- _ O
dirang -X- _ O
dapita -X- _ O
sa -X- _ O
diversion -X- _ O
akong -X- _ O
mga -X- _ O
kauban -X- _ O
sad -X- _ O
ug -X- _ O
work -X- _ O
gina -X- _ O
lagas -X- _ O
sad -X- _ O
ang -X- _ O
isa -X- _ O
namo -X- _ O
na -X- _ O
kauban -X- _ O
hapit -X- _ O
gehold -X- _ O
up -X- _ O
sa -X- _ O
diha -X- _ O
nga -X- _ O
dapit -X- _ O
gabie -X- _ O
! -X- _ O
Intawon -X- _ O
manarbaho -X- _ O
raman -X- _ O
intawon -X- _ O
mi -X- _ O
! -X- _ O
Ug -X- _ O
ga -X- _ O
tripping -X- _ O
mo -X- _ O
ibutang -X- _ O
sa -X- _ O
lugar -X- _ O
ang -X- _ O
inyung -X- _ O
tripping -X- _ O
Kay -X- _ O
